test_id,PM2.5,PM10,PMO3
aotizhongxin_aq#0,22.59040266,43.2621379,19.23776548
aotizhongxin_aq#1,25.8777903,50.03270086,39.14398919
aotizhongxin_aq#10,45.55676299,107.5956525,120.5202772
aotizhongxin_aq#11,46.94066757,109.641044,116.2323166
aotizhongxin_aq#12,48.20987226,111.91556,110.7236965
aotizhongxin_aq#13,49.37388355,113.2650779,104.5558946
aotizhongxin_aq#14,50.44142001,114.7967886,98.23893321
aotizhongxin_aq#15,51.42047759,115.7068327,92.20697306
aotizhongxin_aq#16,52.31838956,116.7290004,86.80291358
aotizhongxin_aq#17,53.14188137,117.4635438,82.27148641
aotizhongxin_aq#18,53.89712106,118.0515128,78.75986528
aotizhongxin_aq#19,54.58976546,118.353146,76.32449253
aotizhongxin_aq#2,28.89271479,61.38793515,58.76558176
aotizhongxin_aq#20,55.22500256,118.7855303,74.94263746
aotizhongxin_aq#21,55.80759034,119.0718614,74.52714473
aotizhongxin_aq#22,56.34189246,119.4523537,74.94288231
aotizhongxin_aq#23,56.8319109,119.5433363,76.02353893
aotizhongxin_aq#24,57.28131595,119.7695692,77.58762431
aotizhongxin_aq#25,57.69347369,119.9083946,79.45276953
aotizhongxin_aq#26,58.07147124,120.0999458,81.44768637
aotizhongxin_aq#27,58.41813985,120.2097337,83.42140362
aotizhongxin_aq#28,58.73607609,120.3440942,85.2496386
aotizhongxin_aq#29,59.02766134,120.4200543,86.83837172
aotizhongxin_aq#3,31.65775826,70.28420441,76.87938231
aotizhongxin_aq#30,59.29507962,120.51228,88.12486149
aotizhongxin_aq#31,59.5403339,120.5619175,89.07646341
aotizhongxin_aq#32,59.76526118,120.6275187,89.68769764
aotizhongxin_aq#33,59.97154618,120.6599759,89.97604876
aotizhongxin_aq#34,60.160734,120.7043279,89.97698262
aotizhongxin_aq#35,60.33424167,120.7255922,89.738634
aotizhongxin_aq#36,60.4933688,120.7562061,89.31656453
aotizhongxin_aq#37,60.63930725,120.7699747,88.76891867
aotizhongxin_aq#38,60.77315013,120.7907902,88.15222453
aotizhongxin_aq#39,60.89589993,120.7997607,87.51800364
aotizhongxin_aq#4,34.19363118,78.99308712,92.56499396
aotizhongxin_aq#40,61.00847606,120.8138876,86.91027338
aotizhongxin_aq#41,61.11172172,120.8202346,86.36395434
aotizhongxin_aq#42,61.20641025,120.8294265,85.90413389
aotizhongxin_aq#43,61.29325086,120.8327123,85.54609013
aotizhongxin_aq#44,61.37289401,120.8391424,85.29594721
aotizhongxin_aq#45,61.44593622,120.8416024,85.15181363
aotizhongxin_aq#46,61.5129246,120.8463793,85.10524884
aotizhongxin_aq#47,61.57436088,120.8475171,85.14290813
aotizhongxin_aq#5,36.51932752,85.84787199,105.2136292
aotizhongxin_aq#6,38.65226699,91.97678835,114.5152891
aotizhongxin_aq#7,40.60842555,96.52046596,120.42874
aotizhongxin_aq#8,42.40245504,101.3508824,123.1391164
aotizhongxin_aq#9,44.04779293,104.3836974,123.0079715
badaling_aq#0,5.975781232,11.80188221,44.22201634
badaling_aq#1,11.81881301,28.54105768,61.41794485
badaling_aq#10,48.45730854,128.6302127,82.89723458
badaling_aq#11,51.92360096,142.7060973,72.25041844
badaling_aq#12,52.7975488,144.6677531,61.51835986
badaling_aq#13,53.68681508,146.240082,51.61898129
badaling_aq#14,53.60487445,144.0428227,43.37622177
badaling_aq#15,55.43301293,149.506503,37.45988569
badaling_aq#16,56.35591509,151.0440229,34.33841413
badaling_aq#17,57.50449895,150.4075874,34.2479743
badaling_aq#18,58.38351566,151.1616777,37.17993419
badaling_aq#19,58.77612641,149.5725497,42.88732912
badaling_aq#2,18.45235503,45.14836088,76.79423526
badaling_aq#20,59.48329185,150.6504583,50.90944983
badaling_aq#21,60.39951384,150.7014563,60.61230219
badaling_aq#22,60.47868661,147.2771336,71.24151031
badaling_aq#23,60.68130042,150.7820439,81.98334513
badaling_aq#24,60.51391687,150.6459819,92.02902144
badaling_aq#25,60.34402941,149.6066155,100.6372525
badaling_aq#26,60.08988698,149.252312,107.1902865
badaling_aq#27,59.73172578,148.6143005,111.2392484
badaling_aq#28,59.37276202,147.9058995,112.5355162
badaling_aq#29,59.27325789,147.3391584,111.0460073
badaling_aq#3,26.20672817,75.39453752,89.54258867
badaling_aq#30,59.04095419,146.8276754,106.951525
badaling_aq#31,58.99566643,146.3793141,100.6286443
badaling_aq#32,58.96917633,146.0113568,92.61686886
badaling_aq#33,58.91009969,145.707854,83.57389028
badaling_aq#34,58.97906256,145.4598888,74.22264123
badaling_aq#35,58.80297095,145.2611945,65.29438841
badaling_aq#36,58.80088999,145.1029484,57.4723304
badaling_aq#37,58.79064681,144.9777484,51.3400355
badaling_aq#38,58.84237142,144.8795471,47.33859331
